"422 S","Nexen Exploration Norge AS",2007-02-16
"423 BS","GDF SUEZ E&P Norge AS",2010-02-19
"423 S","GDF SUEZ E&P Norge AS",2009-01-01
424,"ConocoPhillips Skandinavia AS",2007-02-17
"425 S","Petro-Canada Norge AS",2007-02-16
426,"VNG Norge AS",2009-10-01
"427 S","StatoilHydro Petroleum AS",2007-10-01
428,"StatoilHydro Petroleum AS",2007-10-01
429,"Statoil Petroleum AS",2009-11-02
430,"OMV (Norge) AS",2007-02-16
431,"Maersk Oil Norway AS",2009-08-27
432,"Det norske oljeselskap ASA",2009-12-22
"432 B","Det norske oljeselskap ASA",2009-12-22
433,"Centrica Resources (Norge) AS",2007-02-16
434,"Nexen Exploration Norge AS",2010-08-31
435,"RWE Dea Norge AS",2007-02-16
436,"Statoil Petroleum AS",2009-11-02
437,"Statoil Petroleum AS",2009-11-02
438,"Lundin Norway AS",2007-02-16
439,"OMV (Norge) AS",2007-02-16
"440 S","Faroe Petroleum Norge AS",2010-10-18
441,"Det norske oljeselskap ASA (old)",2008-01-01
442,"Centrica Resources (Norge) AS",2012-04-30
443,"Wintershall Norge AS (old)",2007-06-15
444,"Nexen Exploration Norge AS",2007-06-15
445,"Nexen Exploration Norge AS",2007-06-15
446,"Petro-Canada Norge AS",2007-06-15
447,"Det norske oljeselskap ASA",2009-12-22
448,"Statoil Petroleum AS",2009-11-02
"448 B","Statoil Petroleum AS",2009-11-02
449,"OMV (Norge) AS",2007-06-15
450,"Det norske oljeselskap ASA",2009-12-22
451,"Norwegian Energy Company ASA",2008-02-29
452,"Centrica Resources (Norge) AS",2008-02-29
"453 S","Lundin Norway AS",2008-02-29
454,"E.ON Ruhrgas Norge AS",2008-02-29
455,"Lotos Exploration and Production Norge AS",2011-07-01
456,"Rocksource ASA",2008-02-29
457,"Wintershall Norge AS",2012-03-24
458,"E.ON Ruhrgas Norge AS",2008-02-29
459,"Wintershall Norge ASA",2009-01-17
460,"Det norske oljeselskap ASA",2009-12-22
461,"Statoil Petroleum AS",2009-11-02
"462 S","Nexen Exploration Norge AS",2008-02-29
"463 S","Det norske oljeselskap ASA",2009-12-22
464,"Dana Petroleum Norway AS",2008-02-29
465,"Nexen Exploration Norge AS",2008-02-29
"465 B","Nexen Exploration Norge AS",2009-01-23
"466 S","Nexen Exploration Norge AS",2008-02-29
"467 S","BG Norge AS",2008-02-29
468,"Det norske oljeselskap ASA",2010-10-01
"468 B","Det norske oljeselskap ASA",2011-02-05
469,"GDF SUEZ E&P Norge AS",2009-01-01
470,"Centrica Resources (Norge) AS",2008-02-29
471,"OMV (Norge) AS",2008-02-29
472,"Wintershall Norge AS (old)",2008-02-29
"472 B","Wintershall Norge AS (old)",2009-01-23
473,"Statoil Petroleum AS",2009-11-02
474,"Wintershall Norge AS (old)",2008-02-29
475,"Wintershall Norge AS",2012-03-24
"475 BS","Wintershall Norge AS",2012-03-24
"475 CS","Wintershall Norge AS",2012-03-24
476,"Det norske oljeselskap ASA",2009-12-22
477,"Centrica Resources (Norge) AS",2008-02-29
"477 B","Centrica Resources (Norge) AS",2010-02-19
478,"Centrica Resources (Norge) AS",2008-02-29
479,"Statoil Petroleum AS",2009-11-02
480,"Statoil Petroleum AS",2009-11-02
481,"DONG E&P Norge AS",2012-10-31
482,"Det norske oljeselskap ASA",2009-12-22
"483 S","Det norske oljeselskap ASA",2009-12-22
484,"Noreco Norway AS",2012-12-31
485,"Wintershall Norge ASA",2009-01-17
"486 S","E.ON Ruhrgas Norge AS",2008-02-29
"487 S","E.ON Ruhrgas Norge AS",2008-02-29
488,"Statoil Petroleum AS",2009-11-02
489,"Eni Norge AS",2008-02-29
490,"Lundin Norway AS",2008-02-29
491,"Det norske oljeselskap ASA",2009-12-22
492,"Lundin Norway AS",2008-02-29
493,"ConocoPhillips Skandinavia AS",2009-01-23
494,"Det norske oljeselskap ASA",2013-03-19
"494 B","Det norske oljeselskap ASA",2013-03-19
"494 C","Det norske oljeselskap ASA",2013-03-19
495,"Lundin Norway AS",2009-01-23
"495 B","Lundin Norway AS",2012-02-03
496,"Premier Oil Norge AS",2009-01-23
497,"Det norske oljeselskap ASA",2009-12-22
"497 B","Det norske oljeselskap ASA",2010-02-19
498,"Lotos Exploration and Production Norge AS",2009-01-23
"499 S","ConocoPhillips Skandinavia AS",2009-01-23
500,"Statoil Petroleum AS",2011-07-27
501,"Lundin Norway AS",2009-01-23
"501 B","Lundin Norway AS",2011-02-04
502,"Statoil Petroleum AS",2009-11-02
503,"Lotos Exploration and Production Norge AS",2009-01-23
"503 B","Lotos Exploration and Production Norge AS",2011-02-04
504,"Det norske oljeselskap ASA",2009-12-22
"504 BS","Det norske oljeselskap ASA",2010-02-19
505,"Marathon Oil Norge AS",2011-07-04
"505 BS","Marathon Oil Norge AS",2011-07-04
"506 BS","Rocksource Exploration Norway AS",2012-12-31
"506 CS","Rocksource Exploration Norway AS",2012-12-31
"506 DS","Rocksource Exploration Norway AS",2012-12-31
"506 S","Rocksource Exploration Norway AS",2012-12-31
507,"Wintershall Norge AS",2012-03-24
"508 S","Nexen Exploration Norge AS",2009-01-23
"509 BS","Wintershall Norge AS",2013-02-08
"509 S","Wintershall Norge AS",2012-03-24
510,"Maersk Oil Norway AS",2013-01-01
511,"Wintershall Norge AS",2012-03-24
512,"Det norske oljeselskap ASA",2009-12-22
513,"Maersk Oil Norway AS",2009-01-23
"513 B","Maersk Oil Norway AS",2012-02-03
514,"Eni Norge AS",2009-01-23
515,"Rocksource ASA",2009-01-23
516,"Statoil Petroleum AS",2009-11-02
517,"OMV (Norge) AS",2009-01-23
518,"DONG E&P Norge AS",2009-01-23
"518 B","DONG E&P Norge AS",2010-02-19
519,"Lundin Norway AS",2009-05-15
520,"ExxonMobil Exploration & Production Norway AS",2009-05-15
521,"Statoil Petroleum AS",2009-11-02
522,"BG Norge AS",2009-05-15
523,"E.ON E&P Norge AS",2012-02-11
524,"Statoil Petroleum AS",2009-11-02
"524 B","Statoil Petroleum AS",2011-05-13
525,"Noreco Norway AS",2012-12-31
526,"North Energy ASA",2010-04-20
527,"Chevron Norge AS",2009-05-15
528,"Centrica Resources (Norge) AS",2012-09-27
"528 B","Centrica Resources (Norge) AS",2012-09-27
529,"Eni Norge AS",2009-05-15
530,"GDF SUEZ E&P Norge AS",2009-05-15
531,"Repsol Exploration Norge AS",2011-10-31
532,"Statoil Petroleum AS",2009-11-02
533,"Eni Norge AS",2009-05-15
534,"BG Norge AS",2009-05-15
535,"Total E&P Norge AS",2009-05-15
536,"Statoil Petroleum AS",2009-11-02
537,"OMV (Norge) AS",2009-05-15
538,"A/S Norske Shell",2009-05-15
539,"Premier Oil Norge AS",2012-01-31
540,"Norwegian Energy Company ASA",2010-02-19
541,"Repsol Exploration Norge AS",2010-02-19
542,"Det norske oljeselskap ASA",2010-02-19
"542 B","Det norske oljeselskap ASA",2013-02-08
543,"Statoil Petroleum AS",2010-02-19
544,"Lundin Norway AS",2010-02-19
545,"Norwegian Energy Company ASA",2010-02-19
546,"Lundin Norway AS",2010-02-19
"547 S","Marathon Oil Norge AS",2011-07-04
"548 S","Det norske oljeselskap ASA",2010-02-19
"549 S","Det norske oljeselskap ASA",2010-02-19
550,"Tullow Oil Norge AS",2013-02-13
551,"Tullow Oil Norge AS",2013-02-13
552,"Statoil Petroleum AS",2010-02-19
553,"Det norske oljeselskap ASA",2010-02-19
554,"Total E&P Norge AS",2011-05-31
"554 B","Total E&P Norge AS",2011-05-31
555,"Lundin Norway AS",2010-02-19
556,"Lotos Exploration and Production Norge AS",2010-02-19
557,"OMV (Norge) AS",2010-02-19
"557 B","OMV (Norge) AS",2012-02-03
558,"E.ON E&P Norge AS",2012-02-11
559,"Rocksource Exploration Norway AS",2012-12-31
560,"Statoil Petroleum AS",2010-02-19
561,"Wintershall Norge AS",2012-03-24
562,"E.ON E&P Norge AS",2012-02-11
563,"Lundin Norway AS",2010-02-19
564,"OMV (Norge) AS",2010-02-19
565,"Premier Oil Norge AS",2012-01-31
"566 S","Premier Oil Norge AS",2012-01-31
567,"Premier Oil Norge AS",2011-02-04
568,"Talisman Energy Norge AS",2011-02-04
569,"Statoil Petroleum AS",2011-02-04
570,"VNG Norge AS",2011-02-04
571,"Suncor Energy Norge AS",2011-02-28
"572 S","E.ON Ruhrgas Norge AS",2011-02-04
"573 S","Det norske oljeselskap ASA",2011-02-04
574,"Statoil Petroleum AS",2011-02-04
575,"Wintershall Norge AS",2012-03-24
576,"Lundin Norway AS",2011-02-04
577,"Wintershall Norge AS",2012-03-24
578,"Idemitsu Petroleum Norge AS",2011-02-04
579,"Lundin Norway AS",2011-02-04
580,"Statoil Petroleum AS",2011-02-04
581,"Dana Petroleum Norway AS",2011-02-04
582,"RWE Dea Norge AS",2011-02-04
583,"Tullow Oil Norge AS",2013-02-13
584,"Lundin Norway AS",2011-02-04
585,"Total E&P Norge AS",2011-02-04
586,"VNG Norge AS",2011-02-04
587,"Edison International Norway Branch",2011-02-04
588,"Rocksource ASA",2011-02-04
589,"Wintershall Norge AS",2012-03-24
590,"North Energy ASA",2011-02-04
591,"Tullow Oil Norge AS",2013-02-13
"591 B","Tullow Oil Norge AS",2013-02-13
592,"Centrica Resources (Norge) AS",2011-02-04
593,"Det norske oljeselskap ASA",2011-02-04
594,"Statoil Petroleum AS",2011-02-04
595,"Edison International Norway Branch",2011-02-04
596,"ExxonMobil Exploration & Production Norway AS",2011-05-13
597,"VNG Norge AS",2011-05-13
"597 B","VNG Norge AS",2012-02-03
598,"Chevron Norge AS",2011-05-13
599,"BG Norge AS",2011-05-13
600,"Dana Petroleum Norway AS",2011-05-13
601,"Wintershall Norge AS",2012-03-24
602,"Statoil Petroleum AS",2011-05-13
603,"Statoil Petroleum AS",2011-05-13
604,"Suncor Energy Norge AS",2011-05-13
605,"ConocoPhillips Skandinavia AS",2011-05-13
606,"OMV (Norge) AS",2011-05-13
607,"GDF SUEZ E&P Norge AS",2011-05-13
608,"Statoil Petroleum AS",2011-05-13
609,"Lundin Norway AS",2011-05-13
"609 B","Lundin Norway AS",2012-02-03
610,"GDF SUEZ E&P Norge AS",2011-05-13
611,"Wintershall Norge AS",2012-03-24
612,"GDF SUEZ E&P Norge AS",2011-05-13
613,"DONG E&P Norge AS",2011-05-13
614,"Statoil Petroleum AS",2011-05-13
615,"Statoil Petroleum AS",2011-05-13
616,"Edison International Norway Branch",2012-02-03
617,"Valiant Petroleum Norge AS",2012-02-03
618,"Total E&P Norge AS",2012-02-03
619,"Total E&P Norge AS",2012-02-03
620,"Faroe Petroleum Norge AS",2012-02-03
621,"Faroe Petroleum Norge AS",2012-02-03
622,"Premier Oil Norge AS",2012-02-03
623,"Talisman Energy Norge AS",2012-02-03
624,"Statoil Petroleum AS",2012-02-03
625,"Lundin Norway AS",2012-02-03
626,"Det norske oljeselskap ASA",2012-02-03
627,"Total E&P Norge AS",2012-02-03
628,"Statoil Petroleum AS",2012-02-03
629,"Bridge Energy Norge AS",2012-02-03
630,"Statoil Petroleum AS",2012-02-03
631,"Lundin Norway AS",2012-02-03
632,"Statoil Petroleum AS",2012-02-03
633,"Wintershall Norge AS",2012-03-24
634,"GDF SUEZ E&P Norge AS",2012-02-03
635,"Bayerngas Norge AS",2012-02-03
636,"GDF SUEZ E&P Norge AS",2012-02-03
637,"Suncor Energy Norge AS",2012-02-03
638,"BG Norge AS",2012-02-03
639,"Tullow Oil Norge AS",2013-02-13
640,"Talisman Energy Norge AS",2012-02-03
641,"VNG Norge AS",2012-02-03
642,"Repsol Exploration Norge AS",2012-02-03
643,"VNG Norge AS",2012-02-03
644,"OMV (Norge) AS",2012-02-03
645,"Faroe Petroleum Norge AS",2012-02-03
646,"Wintershall Norge AS",2012-03-24
647,"Maersk Oil Norway AS",2012-02-03
"648 S","PGNiG Norway AS",2012-02-03
649,"VNG Norge AS",2012-02-03
650,"E.ON E&P Norge AS",2012-02-11
651,"E.ON E&P Norge AS",2012-02-11
652,"Wintershall Norge AS",2012-03-24
653,"RWE Dea Norge AS",2012-02-03
654,"RWE Dea Norge AS",2012-02-03
655,"Wintershall Norge AS",2012-03-24
656,"E.ON E&P Norge AS",2012-02-11
657,"Eni Norge AS",2012-02-03
658,"DONG E&P Norge AS",2012-02-03
659,"Det norske oljeselskap ASA",2012-02-03
660,"Faroe Petroleum Norge AS",2013-02-08
661,"Total E&P Norge AS",2013-02-08
662,"Total E&P Norge AS",2013-02-08
663,"Det norske oljeselskap ASA",2013-02-08
"664 S","Talisman Energy Norge AS",2013-02-08
"665 S","Faroe Petroleum Norge AS",2013-02-08
666,"Centrica Resources (Norge) AS",2013-02-08
667,"Total E&P Norge AS",2013-02-08
668,"Centrica Resources (Norge) AS",2013-02-08
669,"DONG E&P Norge AS",2013-02-08
670,"Tullow Oil Norge AS",2013-02-13
671,"Maersk Oil Norway AS",2013-02-08
672,"Talisman Energy Norge AS",2013-02-08
673,"VNG Norge AS",2013-02-08
674,"E.ON E&P Norge AS",2013-02-08
675,"Statoil Petroleum AS",2013-02-08
"676 S","Faroe Petroleum Norge AS",2013-02-08
677,"Det norske oljeselskap ASA",2013-02-08
"678 S","Wintershall Norge AS",2013-02-08
"679 S","BG Norge AS",2013-02-08
680,"Tullow Oil Norge AS",2013-02-13
681,"Tullow Oil Norge AS",2013-02-13
682,"Bayerngas Norge AS",2013-02-08
683,"Wintershall Norge AS",2013-02-08
684,"Statoil Petroleum AS",2013-02-08
685,"Total E&P Norge AS",2013-02-08
686,"A/S Norske Shell",2013-02-08
687,"VNG Norge AS",2013-02-08
688,"E.ON E&P Norge AS",2013-02-08
689,"DONG E&P Norge AS",2013-02-08
690,"Bridge Energy Norge AS",2013-02-08
691,"Centrica Resources (Norge) AS",2013-02-08
692,"Repsol Exploration Norge AS",2013-02-08
693,"OMV (Norge) AS",2013-02-08
694,"RWE Dea Norge AS",2013-02-08
695,"Lundin Norway AS",2013-02-08
696,"Statoil Petroleum AS",2013-02-08
697,"Eni Norge AS",2013-02-08
698,"A/S Norske Shell",2013-02-08
699,"A/S Norske Shell",2013-02-08
700,"Lundin Norway AS",2013-02-08
701,"Norwegian Energy Company ASA",2013-02-08
